 10.0000  0.0200100.0000
     9.      9.      9.      9.      9.      9.      9.      8.
     8.      8.      8.      8.      8.      8.      8.      8.
     8.      8.      8.      8.      8.      8.      8.      8.
     8.      8.      8.      8.      8.      8.      8.      8.
     8.      8.      8.      8.      8.      8.      8.      8.
     8.      8.      8.      8.      8.      8.      8.      8.
     8.      8.      8.      8.      8.      8.      8.      8.
     8.      8.      8.      8.      8.      8.      8.      8.
     8.      8.      8.      8.      8.      8.      8.      8.
     8.      8.      8.      8.      8.      8.      8.      8.
     8.      9.      9.      9.      9.      9.      9.      9.
     9.      9.      9.      9.      9.     10.     10.     10.
    10.     10.     11.     11.     11.     12.     12.     13.
    13.     14.     15.     16.     17.     19.     21.     25.
    32.     44.     64.     96.    141.    198.    255.    293.
   292.    254.    199.    145.    104.     79.     70.     76.
    93.    118.    143.    157.    152.    130.    101.     73.
    51.     36.     27.     21.     18.     16.     15.     14.
    13.     12.     12.     11.     11.     11.     10.     10.
    10.     10.     10.      9.      9.      9.      9.      9.
     9.      9.      9.      9.      9.      9.      8.      8.
     8.      8.      8.      8.      8.      8.      8.      8.
     8.      8.      8.      8.      8.      8.      8.      8.
     8.      8.      8.      8.      8.      8.      8.      8.
     8.      8.      8.      8.      8.      8.      8.      8.
     8.      8.      8.      8.      8.      8.      8.      8.
     8.      8.      8.      8.      8.      8.      8.      8.
     8.      8.      8.      8.      8.      8.      8.      8.
