Powder v4.0 S1286 90MR21 Y286 DOUBLE  T=19X2        15.000                      
       100       150      3900           196.93001  13.00000 0.0200000
  1.4574  1.4675  1.1425  1.4929  1.3558  1.2949  1.3914  1.2543  1.3050  1.3253
  1.2847  1.4066  1.2492  1.4421  1.2746  1.3609  1.4167  1.1984  1.3050  1.2187
  1.2289  1.2644  1.2035  1.3304  1.2847  1.3304  1.1324  1.1324  1.2390  1.1781
  1.2339  1.2593  1.1628  1.2136  1.1628  1.1324  1.2187  1.2339  1.1324  1.1070
  1.2035  1.2187  1.2949  1.3101  1.2898  1.1882  1.1730  1.1273  1.3406  1.2644
  1.2238  1.1730  1.1628  1.1425  1.2136  1.1781  1.2543  1.2644  1.0613  1.0714
  1.2086  1.1375  1.2086  1.2086  1.0867  1.1578  1.1425  1.1933  1.1628  1.2492
  1.1222  1.2390  1.2593  1.1781  1.1730  1.1171  1.3710  1.2441  1.3710  1.2695
  1.2390  1.3304  1.4777  1.4777  1.5792  1.7011  1.5945  1.8585  2.0769  2.3257
  3.3464  4.3569  7.2208 11.9179 14.0151 13.4972 10.8262  8.6884  8.0485  6.3931
  3.9963  2.7827  2.3816  2.3866  2.0007  1.6706  1.5691  1.4878  1.3203  1.3507
  1.1984  1.2746  1.1121  1.2543  1.2492  1.2644  1.0562  1.2746  1.2035  1.3507
  1.2593  1.0562  1.2593  1.0968  1.2441  1.3050  1.4523  1.3406  1.4371  1.4218
  1.5691  1.5691  1.5234  1.7570  1.8128  1.9702  2.1581  2.6862  3.9151  5.7228
 10.4707 16.9857 18.6716 17.0060 12.3648 10.4098 10.0391  7.4443  4.0624  2.1327
  1.9753  1.4980  1.4929  1.4320  1.4472  1.3203  1.3203  1.2187  1.2593  1.0968
  1.0004  1.1222  1.0511  1.1019  1.0461  1.1171  1.1019  0.9547  1.0156  1.0816
  1.0765  1.0105  1.0765  1.0461  1.0613  0.9648  0.9597  0.9851  1.2593  1.0054
  1.1781  0.9547  0.9090  1.0664  0.9242  0.9699  1.0359  0.9648  1.0105  0.9394
  0.9750  0.8633  1.1578  1.0004  1.0004  0.8734  1.0461  1.0054  1.0714  0.8175
  0.8988  0.9191  0.9750  1.1019  0.9140  1.0308  0.8886  1.0156  0.9800  0.9191
  0.9496  0.8785  1.0004  1.0054  1.0207  0.9394  0.9445  0.8531  1.0257  0.9140
  1.0562  0.8074  0.9343  1.0156  0.9800  1.0257  0.9394  0.9191  1.0207  1.0410
  0.8175  0.8785  0.8937  0.9750  1.0867  0.9648  0.9851  1.0207  0.9547  1.1476
  1.0004  0.9902  0.9699  0.9953  0.9699  1.0461  0.9851  1.1070  1.0054  1.1019
  1.0968  1.1984  1.0613  1.2441  1.2390  1.2746  1.2136  1.2949  1.4066  1.1984
  1.3406  1.4269  1.6503  1.5082  1.7163  1.8890  1.8738  2.1378  2.6304  2.6202
  3.0975  3.2753  3.5850  4.2452  4.8291  5.2608  6.2814  7.2970  9.7649 14.1878
 24.8565 46.4124 79.2617100.0000 93.7541 68.9433 53.5673 54.2883 48.8955 34.0426
 17.4834 10.0493  8.2060  7.2056  7.2869  7.7489 10.7551 16.3408 28.9646 41.3700
 43.4875 36.0483 26.1768 23.7648 23.7749 18.7224 11.1410  5.5197  3.8745  3.3514
  2.7269  2.3511  2.2038  1.9652  1.8433  1.7367  1.4269  1.3914  1.3812  1.5691
  1.4878  1.5691  1.4929  1.4421  1.7417  1.6656  2.0972  1.9956  2.3714  2.6304
  2.6862  2.6761  3.4124  3.5952  4.1690  4.3975  5.0830  6.8501 10.3793 18.6361
 36.5561 59.8995 68.6284 59.8487 41.5376 33.9664 36.3632 31.5950 20.8907  9.9731
  5.2709  4.1284  3.5901  2.9300  2.4476  2.0261  1.8382  1.6859  1.5082  1.3355
  1.2644  1.0359  1.1984  1.2796  1.1984  1.1121  1.2187  0.9597  1.1375  1.1070
  0.9699  1.1222  1.1476  1.0714  1.0613  1.1375  1.1578  1.2187  1.1832  1.1730
  1.5234  1.4878  1.6960  1.6046  1.5792  1.9144  2.0515  2.2851  2.4120  3.0620
  4.5854  8.2669 14.5331 23.1961 26.4358 23.1453 16.7115 13.4058 14.6194 13.2839
  9.3231  4.6260  2.9858  2.1988  1.7367  1.5539  1.5437  1.4675  1.2644  1.0714
  1.0054  0.9090  1.0004  0.9343  0.8886  0.8937  0.9242  0.9140  0.8480  0.8633
  0.8074  0.8175  0.7668  0.8734  0.7718  0.8226  0.7871  0.6906  0.8226  0.6855
  0.7414  0.7160  0.8125  0.7312  0.7363  0.7312  0.7312  0.6144  0.8836  0.6398
  0.7769  0.7160  0.6957  0.6754  0.7972  0.7617  0.7465  0.7566  0.8886  0.7211
  0.7363  0.7109  0.7972  0.7871  0.8328  0.8785  0.7465  0.9800  0.9039  0.9699
  0.9090  0.8633  1.0816  1.0714  1.0714  1.3000  1.9398  3.1026  4.7479  5.4689
  4.6412  3.4073  2.9452  3.0011  2.8843  2.5898  1.4472  1.0867  0.9293  0.8683
  1.0105  0.8531  0.8531  0.7211  0.6551  0.7109  0.7566  0.7109  0.8074  0.6906
  0.6551  0.7058  0.7668  0.8125  0.7211  0.6957  0.7871  0.6703  0.7109  0.7261
  0.6957  0.6500  0.7160  0.6906  0.6144  0.6601  0.6855  0.7363  0.7465  0.6144
  0.7414  0.5840  0.7566  0.6347  0.6906  0.6804  0.6652  0.6906  0.6652  0.6906
  0.6449  0.7008  0.6551  0.7617  0.6754  0.6246  0.6754  0.7769  0.6398  0.6804
  0.6601  0.7261  0.6804  0.7109  0.6754  0.5281  0.6652  0.6144  0.7515  0.7261
  0.7261  0.6703  0.6347  0.6144  0.5992  0.7617  0.7414  0.6398  0.6652  0.7617
  0.6347  0.6449  0.6652  0.5840  0.6957  0.6551  0.6906  0.7718  0.6957  0.7261
  0.6754  0.7008  0.6804  0.7058  0.6195  0.6551  0.5890  0.7008  0.8125  0.6144
  0.6703  0.6144  0.7718  0.5433  0.6043  0.5890  0.5586  0.6500  0.6855  0.6398
  0.6551  0.5840  0.5992  0.5789  0.6601  0.6652  0.5890  0.6855  0.5383  0.7972
  0.5535  0.6449  0.4672  0.6500  0.5738  0.6855  0.6398  0.6195  0.6703  0.5078
  0.6754  0.6957  0.6449  0.6144  0.6703  0.8429  0.9191  0.8988  0.9597  0.8125
  0.7058  0.7718  0.6652  0.7008  0.6500  0.6297  0.5789  0.5890  0.6804  0.6094
  0.6500  0.6398  0.7617  0.5840  0.6449  0.6449  0.6754  0.7008  0.6855  0.6804
  0.6804  0.7058  0.6195  0.6551  0.6601  0.7109  0.6551  0.7261  0.7465  0.7820
  0.9343  0.8429  0.7515  0.8785  1.0765  0.8683  0.9851  1.1019  1.0461  1.5132
  2.3206  3.9760  6.1088  6.8044  6.1646  4.4991  3.1737  3.6104  3.7577  3.5444
  2.4222  1.5742  1.1984  0.9648  1.0664  0.8785  0.8734  0.8125  0.7718  0.7871
  0.8074  0.8886  0.9039  0.8988  1.0054  1.1781  1.0410  1.4472  1.5285  1.5386
  1.6300  1.7976  1.8839  2.3206  2.8030  4.3772  7.7134 15.2034 22.5105 25.8518
 20.7536 13.1417 10.8313 12.1718 13.4312 12.5984  7.8302  4.1385  2.4780  1.9601
  1.5945  1.3304  1.2289  1.1121  0.9902  0.8633  0.8531  0.7261  0.9191  0.8785
  0.7261  0.9547  0.8633  0.7515  0.8531  0.8633  1.1476  1.7570  2.6101  3.3464
  3.8745  3.4276  2.2343  1.9042  1.9702  2.4374  2.1937  1.8636  1.4066  1.1628
  1.1273  1.0308  0.8125  1.0359  0.8633  0.7972  0.8074  0.6601  0.6855  0.6500
  0.5992  0.7008  0.5535  0.5484  0.5789  0.6398  0.5129  0.5078  0.5433  0.6195
  0.6601  0.5992  0.4976  0.6094  0.5738  0.5027  0.5027  0.5180  0.6347  0.5890
  0.5433  0.5789  0.5383  0.4875  0.5941  0.4875  0.5230  0.6500  0.5992  0.7109
  0.5281  0.5383  0.6906  0.5230  0.5687  0.5535  0.5281  0.5637  0.6195  0.7008
  0.5637  0.6703  0.5789  0.8175  0.7109  0.7617  0.7312  0.7515  0.6094  0.8277
  0.9394  0.8531  1.0359  1.0968  1.5691  2.4730  3.9303  6.1342  6.9060  5.5959
  3.8440  2.7116  3.0417  3.7881  3.5343  2.8894  1.8788  1.3050  1.2543  1.5488
  1.9652  1.9906  1.8433  1.2796  1.2238  1.1679  1.3406  1.1933  1.0613  0.7312
  0.7261  0.6094  0.7617  0.6398  0.6804  0.4672  0.6195  0.6754  0.6043  0.5332
  0.4875  0.5890  0.5078  0.6601  0.5941  0.4976  0.6094  0.4621  0.4215  0.5129
  0.5738  0.5027  0.5637  0.5180  0.5484  0.5180  0.6195  0.4621  0.5789  0.5890
  0.5383  0.5789  0.5840  0.4773  0.4722  0.6195  0.5941  0.5332  0.5890  0.5383
  0.5484  0.5230  0.5637  0.5129  0.6551  0.5637  0.5281  0.6652  0.5738  0.7160
  0.7465  0.7566  0.7617  0.7109  0.9090  0.7515  0.8328  1.0968  1.1019  1.8890
  2.9808  4.8951  5.4182  4.8494  3.4581  2.2292  2.3460  3.0163  2.9858  2.8183
  1.9042  1.1781  0.8429  0.8480  0.6398  0.5789  0.6195  0.5941  0.5992  0.6094
  0.4469  0.5941  0.5687  0.5840  0.6094  0.5484  0.4672  0.5840  0.5433  0.5383
  0.5840  0.6551  0.6094  0.6347  0.6144  0.8531  1.0054  1.5234  2.0820  1.9550
  1.7163  1.4117  0.9648  1.1070  1.3203  1.2390  1.1019  0.8023  0.7008  0.6297
  0.6398  0.6957  0.5078  0.5535  0.5230  0.5383  0.7008  0.6144  0.5840  0.5281
  0.5078  0.5738  0.5433  0.6347  0.7211  0.6804  0.6804  0.6094  0.7566  0.7617
  0.8633  1.0461  1.2035  1.8484  3.5444  4.5854  4.9155  3.7628  2.2800  1.8128
  2.2140  2.5847  2.6355  2.1683  1.4371  0.8988  0.6754  0.6398  0.6144  0.6398
  0.5586  0.5840  0.6246  0.5840  0.5687  0.4976  0.5535  0.4926  0.5281  0.5637
  0.5941  0.5941  0.5078  0.5637  0.5484  0.5738  0.4722  0.4976  0.5637  0.6195
  0.5383  0.5230  0.5687  0.5332  0.4773  0.5484  0.5383  0.5687  0.6601  0.5637
  0.5484  0.5941  0.6754  0.5738  0.5433  0.5890  0.6703  0.6500  0.6500  0.6551
  0.6804  0.7515  0.6246  0.7566  0.7668  0.8683  1.1425  1.2543  1.3710  1.6554
  1.8382  1.7468  1.8230  1.9550  2.0007  2.4577  3.1585  4.6006  7.7388 14.9393
 23.7191 28.3349 23.6937 15.7924  9.5262  9.2876 12.1211 14.7565 14.2030  9.7852
  5.7990  3.2550  2.2597  1.7367  1.5132  1.5132  1.4066  0.9953  0.9597  0.8074
  0.8988  0.8328  0.7566  0.7566  0.6297  0.7363  0.5941  0.6347  0.5637  0.5484
  0.6652  0.6601  0.5738  0.5890  0.5027  0.5586  0.5687  0.6551  0.5840  0.6449
  0.5992  0.5992  0.5789  0.6144  0.5383  0.6094  0.6601  0.5789  0.6398  0.5281
  0.5180  0.6754  0.7211  0.6754  0.6601  0.6043  0.6195  0.8988  0.9648  0.9750
  0.9039  0.9343  1.1019  1.2136  1.1273  1.3101  1.9449  2.3105  3.9506  7.7540
 12.2074 14.0710 11.9738  7.3224  4.5905  4.0319  6.1240  7.3681  7.3986  5.4436
  3.1382  1.8331  1.1832  1.0359  1.1882  1.0054  0.9293  0.8937  0.7363  0.7668
  0.8226  0.7465  0.7363  0.7668  0.8785  0.8023  0.8937  1.0410  1.3660  2.0007
  3.4987  4.3670  4.3518  3.3971  2.0515  1.5691  1.8788  2.3206  2.7370  2.1937
  1.6199  1.2238  1.0257  0.8937  0.8836  0.9597  0.8023  0.8379  0.8988  1.0613
  1.0816  1.2644  1.4523  1.5996  1.7316  1.6453  2.0109  1.8890  2.2292  2.4171
  3.1077  3.7881  6.6064 11.5219 21.6219 32.0266 34.8042 28.0201 16.5287 10.1051
 10.5164 15.0764 18.4685 17.6966 12.4511  6.5099  3.6967  2.4577  1.8585  1.5742
  1.5031  1.3812  1.3101  1.0308  0.9699  0.8886  0.7718  0.7769  0.7515  0.7515
  0.6804  0.7718  0.6855  0.6551  0.6703  0.6043  0.5992  0.5840  0.5941  0.5484
  0.5129  0.6500  0.6043  0.6804  0.6094  0.6043  0.7008  0.6957  0.8125  0.9090
  0.7972  0.8785  1.0918  1.0867  1.0257  1.1375  1.0765  1.1781  1.3558  1.6859
  1.9347  2.5948  4.2909  7.9825 13.5429 17.6865 15.9041 10.6535  6.1748  4.7783
  5.7533  7.9267  9.0337  8.3228  5.4689  3.0061  1.9753  1.3812  1.1882  1.0156
  1.0105  0.8683  1.0207  0.8582  0.8328  0.7058  0.7617  0.7008  0.6855  0.7515
  0.8480  0.8429  0.9090  0.8988  1.0461  1.1832  1.1730  1.2136  1.2796  1.2644
  1.5945  1.9652  2.8995  4.9713  9.8817 14.6600 16.2088 12.7660  7.7896  4.6717
  4.2959  6.1392  8.1856  8.5563  6.9009  4.0573  2.3511  1.6351  1.1882  1.1527
  0.9902  1.0308  0.9039  0.8429  0.7566  0.7820  0.8480  0.8836  0.8683  0.9191
  1.1425  1.0664  1.0359  1.0308  1.2593  1.4167  1.6910  2.3003  3.0722  4.5803
  7.0482 10.3336 13.0199 12.6085  9.4602  5.9818  4.3620  4.6412  5.8853  7.0939
  6.6216  5.3420  3.1179  1.6910  1.2339  1.1578  0.9343  0.9090  0.8125  0.8226
  0.8531  0.8531  0.7312  0.5992  0.7363  0.5992  0.6906  0.6195  0.6957  0.7820
  0.7769  0.9851  0.8937  1.0004  1.1121  1.2035  1.1222  1.1832  1.3609  1.4472
  1.6453  2.0667  3.1229  5.7889 10.8059 16.2240 17.6763 15.1475  9.0692  5.6670
  4.6819  6.1900  8.9778  9.8360  9.0743  6.3373  4.2147  2.7167  2.0616  1.5437
  1.2035  1.0664  1.2187  1.3203  1.2238  1.0968  0.6754  0.7617  0.6297  0.5433
  0.6500  0.4672  0.4875  0.5383  0.4875  0.4570  0.5789  0.5433  0.5484  0.3808
  0.4926  0.5180  0.5027  0.4926  0.4773  0.4773  0.4875  0.4519  0.4672  0.4621
  0.4570  0.4824  0.4519  0.4469  0.4570  0.4519  0.4012  0.4113  0.5180  0.4672
  0.4316  0.5332  0.4875  0.4367  0.4672  0.4316  0.4265  0.5535  0.7769  0.9191
  0.9750  0.8175  0.7566  0.4976  0.5840  0.6500  0.7160  0.6652  0.5941  0.5484
  0.5230  0.4672  0.4164  0.4773  0.4672  0.3707  0.4316  0.4722  0.3707  0.3961
  0.4062  0.3758  0.4519  0.5180  0.4062  0.3961  0.3351  0.4062  0.5129  0.3961
  0.3808  0.3808  0.3808  0.4012  0.4316  0.4113  0.4215  0.4113  0.3859  0.3859
  0.3402  0.3707  0.4012  0.4215  0.4418  0.3808  0.3555  0.4265  0.3707  0.3707
  0.4722  0.4265  0.4164  0.4265  0.3707  0.4976  0.4519  0.4265  0.4672  0.5129
  0.4570  0.5281  0.4824  0.5078  0.5840  0.6195  0.5281  0.6297  0.5738  0.6195
  0.6398  0.5941  0.5941  0.7820  0.8175  0.7058  0.7718  0.8633  1.0968  1.5335
  2.5187  3.7272  5.9666  7.3478  6.7892  4.5752  2.8183  1.9347  2.1226  2.6862
  3.5292  3.9557  3.5038  2.6355  1.3761  0.9293  0.8074  0.7922  0.5941  0.6398
  0.5586  0.5078  0.6094  0.5535  0.4519  0.4570  0.6043  0.4773  0.5941  0.7008
  0.7566  0.7566  0.7465  0.6703  0.5484  0.4976  0.5027  0.6703  0.6652  0.5738
  0.6398  0.5281  0.6652  0.6601  0.8683  0.7972  0.8125  0.6043  0.6094  0.5230
  0.6043  0.6652  0.8836  0.8480  0.8175  0.7617  0.7414  0.7617  0.9343  1.5031
  2.3359  3.2956  3.7272  3.0163  1.9855  1.2796  1.0562  1.3152  1.5031  1.8128
  2.0921  1.5742  1.2441  0.7465  0.6551  0.5840  0.4672  0.4621  0.4164  0.4164
  0.4367  0.4215  0.3961  0.3402  0.4215  0.4824  0.4316  0.4621  0.4215  0.3707
  0.5027  0.4773  0.3859  0.3656  0.3605  0.3859  0.4012  0.4265  0.3859  0.4519
  0.4367  0.4418  0.5281  0.4519  0.4113  0.5738  0.4265  0.5078  0.5789  0.4926
  0.6449  0.6449  0.6500  0.9191  1.2949  1.9398  2.1784  1.6249  1.1882  0.8328
  0.6246  0.9445  0.9597  1.3050  1.4574  1.5386  1.3304  0.9191  0.7465  0.5840
  0.5992  0.5586  0.6144  0.6246  0.6449  0.5789  0.5535  0.4265  0.5281  0.5332
  0.4570  0.4621  0.3707  0.3250  0.4012  0.3910  0.4621  0.4824  0.4469  0.6144
  0.6804  0.8734  1.0054  1.1578  1.0105  0.6703  0.5180  0.5586  0.5738  0.7109
  0.7211  0.7058  0.6500  0.6144  0.3910  0.4519  0.4672  0.4265  0.4316  0.4113
  0.3301  0.4164  0.2793  0.4418  0.3758  0.4012  0.4012  0.3504  0.3605  0.3351
  0.4215  0.3758  0.4215  0.4164  0.3859  0.4164  0.4012  0.3351  0.3961  0.4672
  0.3808  0.2894  0.3961  0.3707  0.3910  0.4570  0.4316  0.4113  0.5383  0.4773
  0.5078  0.4519  0.6804  0.5078  0.5941  0.5992  0.7160  0.7769  0.9496  1.4371
  2.3663  3.8440  4.7885  4.5600  3.6358  2.0921  1.4371  1.2289  1.5285  2.0566
  2.5441  2.6253  2.1835  1.6910  1.2339  0.7465  0.7211  0.5789  0.8125  0.8328
  0.9293  0.9242  1.4066  2.4425  3.4682  4.4584  4.6209  3.5393  2.2140  1.3203
  1.1933  1.4066  1.6605  2.4374  2.6913  2.2648  1.3660  1.0054  0.8328  0.6347
  0.5129  0.5738  0.4672  0.4824  0.4265  0.4875  0.5027  0.3605  0.3250  0.4316
  0.4316  0.4824  0.2691  0.4570  0.4012  0.3555  0.4367  0.4164  0.4672  0.3148
  0.5332  0.5129  0.5129  0.5840  0.5433  0.5840  0.5484  0.5637  0.6906  0.7211
  0.8937  1.2086  1.6148  2.6405  3.8085  4.2655  3.4124  2.3612  1.6046  1.3863
  1.5640  1.9906  2.8894  3.9049  4.6565  3.9253  2.7878  1.7163  0.9496  0.8379
  1.0257  1.1882  1.5691  1.7265  1.5234  0.9750  0.8734  0.4722  0.5992  0.4621
  0.4672  0.5129  0.4926  0.4062  0.4722  0.3859  0.3910  0.3910  0.3808  0.3859
  0.3808  0.3910  0.3250  0.3859  0.4215  0.4113  0.3859  0.4062  0.4164  0.4672
  0.4012  0.3758  0.4113  0.4012  0.4367  0.3859  0.3808  0.4621  0.4418  0.4672
  0.5180  0.5230  0.4976  0.4875  0.4875  0.6347  0.6094  0.6500  0.5840  0.6398
  0.8074  0.7668  0.7465  0.8886  0.7820  0.9039  1.0664  1.5742  1.9956  3.2651
  5.9717  8.6884 11.3289 10.4047  7.3275  4.1792  2.5644  2.4222  2.5237  4.0624
  5.2709  5.7330  5.4385  3.5343  2.1784  1.4929  1.1425  0.9648  0.8531  0.9597
  0.6551  0.6957  0.6906  0.9140  0.9547  1.1679  1.5589  1.8992  1.8890  1.8535
  1.3304  1.1171  0.9851  1.0613  1.3914  1.4980  1.7976  2.4983  4.0877  5.7838
  7.5509  8.3177  7.1447  4.5092  2.7065  1.9398  2.0667  2.4933  3.4022  4.3467
  4.7377  4.3569  3.5546  2.9858  3.1940  4.7631  6.3017  6.2357  5.1084  3.4479
  2.0718  1.5843  1.5996  2.1429  2.9147  3.5292  3.5647  2.6456  1.9702  1.0816
  0.8379  0.5281  0.7109  0.5941  0.5078  0.5535  0.5332  0.5180  0.5484  0.3961
  0.4824  0.4672  0.4316  0.4062  0.4519  0.4113  0.4316  0.5230  0.5433  0.5433
  0.5687  0.4773  0.4672  0.5687  0.5535  0.6195  0.6601  0.6804  0.6398  0.8125
  0.8074  0.8886  1.0562  1.4777  2.3155  3.7526  5.5857  6.4236  6.1646  4.3670
  2.5542  1.8687  1.6300  1.9093  2.5339  3.7374  4.7479  4.3721  3.3971  2.1581
  1.3253  1.0410  0.9039  0.8734  1.0765  1.1882  1.1121  1.0207  0.8531  0.6347
  0.4672  0.5230  0.3808  0.5027  0.5230  0.3453  0.3605  0.4519  0.3859  0.3910
  0.4113  0.4062  0.3605  0.3453  0.3402  0.3605  0.3808  0.3605  0.3808  0.4316
  0.4215  0.4316  0.3351  0.3453  0.3910  0.4570  0.3961  0.4367  0.3961  0.4875
