gDBWS - Graphic data export Powder v3.beta  -  21/12/00 10:40:00 AM
2 theta,   I obs,    I calc,  I obs - I calc 
 29.94    190.0      186.0      4.0    
 29.96    199.0      185.0      14.0   
 29.98    185.0      185.0      .0     
 30.0     192.0      185.0      7.0    
 30.02    170.0      185.0      -15.0  
 30.04    228.0      185.0      43.0   
 30.06    197.0      185.0      12.0   
 30.08    197.0      185.0      12.0   
 30.1     172.0      185.0      -13.0  
 30.12    206.0      184.0      22.0   
 30.14    198.0      184.0      14.0   
 30.16    211.0      184.0      27.0   
 30.18    161.0      184.0      -23.0  
 30.2     177.0      184.0      -7.0   
 30.22    181.0      184.0      -3.0   
 30.24    192.0      184.0      8.0    
 30.26    217.0      184.0      33.0   
 30.28    180.0      184.0      -4.0   
 30.3     203.0      183.0      20.0   
 30.32    175.0      183.0      -8.0   
 30.34    200.0      183.0      17.0   
 30.36    193.0      183.0      10.0   
 30.38    181.0      183.0      -2.0   
 30.4     187.0      183.0      4.0    
 30.42    173.0      183.0      -10.0  
 30.44    197.0      183.0      14.0   
 30.46    198.0      183.0      15.0   
 30.48    201.0      182.0      19.0   
 30.5     185.0      182.0      3.0    
 30.52    186.0      182.0      4.0    
 30.54    168.0      182.0      -14.0  
 30.56    202.0      182.0      20.0   
 30.58    180.0      182.0      -2.0   
 30.6     208.0      182.0      26.0   
 30.62    159.0      182.0      -23.0  
 30.64    184.0      182.0      2.0    
 30.66    200.0      181.0      19.0   
 30.68    193.0      181.0      12.0   
 30.7     202.0      181.0      21.0   
 30.72    185.0      181.0      4.0    
 30.74    181.0      181.0      .0     
 30.76    201.0      181.0      20.0   
 30.78    205.0      181.0      24.0   
 30.8     161.0      181.0      -20.0  
 30.82    173.0      181.0      -8.0   
 30.84    176.0      180.0      -4.0   
 30.86    192.0      180.0      12.0   
 30.88    214.0      180.0      34.0   
 30.9     190.0      180.0      10.0   
 30.92    194.0      180.0      14.0   
 30.94    201.0      180.0      21.0   
 30.96    188.0      180.0      8.0    
 30.98    226.0      180.0      46.0   
 31.0     197.0      180.0      17.0   
 31.02    195.0      179.0      16.0   
 31.04    191.0      179.0      12.0   
 31.06    196.0      179.0      17.0   
 31.08    191.0      179.0      12.0   
 31.1     206.0      179.0      27.0   
 31.12    194.0      179.0      15.0   
 31.14    218.0      179.0      39.0   
 31.16    198.0      179.0      19.0   
 31.18    217.0      178.0      39.0   
 31.2     216.0      178.0      38.0   
 31.22    236.0      178.0      58.0   
 31.24    209.0      178.0      31.0   
 31.26    245.0      178.0      67.0   
 31.28    244.0      178.0      66.0   
 31.3     251.0      230.0      21.0   
 31.32    239.0      234.0      5.0    
 31.34    255.0      239.0      16.0   
 31.36    277.0      244.0      33.0   
 31.38    236.0      276.0      -40.0  
 31.4     264.0      285.0      -21.0  
 31.42    281.0      295.0      -14.0  
 31.44    325.0      307.0      18.0   
 31.46    297.0      321.0      -24.0  
 31.48    338.0      337.0      1.0    
 31.5     372.0      356.0      16.0   
 31.52    369.0      378.0      -9.0   
 31.54    421.0      405.0      16.0   
 31.56    518.0      437.0      81.0   
 31.58    516.0      475.0      41.0   
 31.6     610.0      522.0      88.0   
 31.62    645.0      602.0      43.0   
 31.64    706.0      677.0      29.0   
 31.66    836.0      771.0      65.0   
 31.68    951.0      893.0      58.0   
 31.7     1036.0     1065.0     -29.0  
 31.72    1237.0     1285.0     -48.0  
 31.74    1437.0     1593.0     156.0  
 31.76    1923.0     2064.0     141.0  
 31.78    2794.0     2909.0     115.0  
 31.8     4895.0     4712.0     183.0  
 31.82    9140.0     8459.0     681.0  
 31.84    15609.0    14507.0    102.0  
 31.86    19693.0    20134.0    441.0  
 31.88    18463.0    19136.0    673.0  
 31.9     13577.0    14229.0    652.0  
 31.92    10549.0    11942.0    393.0  
 31.94    10691.0    11986.0    295.0  
 31.96    9629.0     10156.0    527.0  
 31.98    6704.0     6430.0     274.0  
 32.0     3443.0     3619.0     176.0  
 32.02    1979.0     2178.0     199.0  
 32.04    1616.0     1593.0     23.0   
 32.06    1419.0     1408.0     11.0   
 32.08    1435.0     1420.0     15.0   
 32.1     1526.0     1614.0     -88.0  
 32.12    2118.0     2155.0     -37.0  
 32.14    3218.0     3425.0     207.0  
 32.16    5704.0     5747.0     -43.0  
 32.18    8147.0     8485.0     338.0  
 32.2     8564.0     9084.0     520.0  
 32.22    7099.0     7020.0     79.0   
 32.24    5155.0     5501.0     346.0  
 32.26    4680.0     5351.0     671.0  
 32.28    4682.0     5019.0     337.0  
 32.3     3687.0     3498.0     189.0  
 32.32    2194.0     2033.0     161.0  
 32.34    1087.0     1178.0     -91.0  
 32.36    763.0      777.0      -14.0  
 32.38    660.0      598.0      62.0   
 32.4     537.0      505.0      32.0   
 32.42    463.0      446.0      17.0   
 32.44    434.0      406.0      28.0   
 32.46    387.0      375.0      12.0   
 32.48    363.0      348.0      15.0   
 32.5     342.0      335.0      7.0    
 32.52    281.0      325.0      -44.0  
 32.54    274.0      317.0      -43.0  
 32.56    272.0      310.0      -38.0  
 32.58    309.0      310.0      -1.0   
 32.6     293.0      311.0      -18.0  
 32.62    309.0      314.0      -5.0   
 32.64    294.0      320.0      -26.0  
 32.66    284.0      327.0      -43.0  
 32.68    343.0      337.0      6.0    
 32.7     328.0      349.0      -21.0  
 32.72    413.0      365.0      48.0   
 32.74    393.0      385.0      8.0    
 32.76    467.0      409.0      58.0   
 32.78    518.0      440.0      78.0   
 32.8     529.0      480.0      49.0   
 32.82    527.0      513.0      14.0   
 32.84    672.0      579.0      93.0   
 32.86    708.0      665.0      43.0   
 32.88    821.0      779.0      42.0   
 32.9     866.0      929.0      -63.0  
 32.92    1001.0     1158.0     157.0  
 32.94    1349.0     1524.0     175.0  
 32.96    2044.0     2233.0     189.0  
 32.98    3670.0     3779.0     109.0  
 33.0     7199.0     6804.0     395.0  
 33.02    11796.0    11075.0    721.0  
 33.04    13515.0    13706.0    191.0  
 33.06    11786.0    11472.0    314.0  
 33.08    8180.0     8400.0     220.0  
 33.1     6689.0     7545.0     856.0  
 33.12    7161.0     7735.0     574.0  
 33.14    6222.0     6220.0     2.0    
 33.16    4114.0     3762.0     352.0  
 33.18    1964.0     2040.0     -76.0  
 33.2     1038.0     1167.0     129.0  
 33.22    813.0      782.0      31.0   
 33.24    707.0      603.0      104.0  
 33.26    577.0      503.0      74.0   
 33.28    482.0      437.0      45.0   
 33.3     399.0      392.0      7.0    
 33.32    362.0      358.0      4.0    
 33.34    332.0      332.0      .0     
 33.36    297.0      312.0      -15.0  
 33.38    263.0      295.0      -32.0  
 33.4     249.0      282.0      -33.0  
 33.42    204.0      271.0      -67.0  
 33.44    236.0      261.0      -25.0  
 33.46    252.0      253.0      -1.0   
 33.48    236.0      246.0      -10.0  
 33.5     219.0      239.0      -20.0  
 33.52    240.0      248.0      -8.0   
 33.54    189.0      245.0      -56.0  
 33.56    224.0      241.0      -17.0  
 33.58    218.0      239.0      -21.0  
 33.6     191.0      244.0      -53.0  
 33.62    221.0      243.0      -22.0  
 33.64    226.0      243.0      -17.0  
 33.66    211.0      218.0      -7.0   
 33.68    209.0      221.0      -12.0  
 33.7     224.0      225.0      -1.0   
 33.72    228.0      229.0      -1.0   
 33.74    240.0      222.0      18.0   
 33.76    233.0      229.0      4.0    
 33.78    231.0      238.0      -7.0   
 33.8     300.0      249.0      51.0   
 33.82    293.0      263.0      30.0   
 33.84    334.0      279.0      55.0   
 33.86    316.0      300.0      16.0   
 33.88    311.0      328.0      -17.0  
 33.9     377.0      363.0      14.0   
 33.92    404.0      410.0      -6.0   
 33.94    450.0      476.0      -26.0  
 33.96    475.0      570.0      -95.0  
 33.98    603.0      724.0      121.0  
 34.0     903.0      1024.0     121.0  
 34.02    1628.0     1680.0     -52.0  
 34.04    2862.0     2947.0     -85.0  
 34.06    4568.0     4694.0     126.0  
 34.08    5206.0     5671.0     465.0  
 34.1     4558.0     4663.0     105.0  
 34.12    3291.0     3399.0     108.0  
 34.14    2640.0     3067.0     427.0  
 34.16    2879.0     3220.0     341.0  
 34.18    2616.0     2708.0     -92.0  
 34.2     1836.0     1711.0     125.0  
 34.22    911.0      976.0      -65.0  
 34.24    588.0      594.0      -6.0   
 34.26    433.0      424.0      9.0    
 34.28    342.0      346.0      -4.0   
 34.3     306.0      303.0      3.0    
 34.32    304.0      275.0      29.0   
 34.34    289.0      255.0      34.0   
 34.36    249.0      241.0      8.0    
 34.38    211.0      230.0      -19.0  
 34.4     198.0      222.0      -24.0  
 34.42    179.0      215.0      -36.0  
 34.44    197.0      209.0      -12.0  
 34.46    184.0      204.0      -20.0  
 34.48    175.0      200.0      -25.0  
 34.5     176.0      197.0      -21.0  
 34.52    182.0      194.0      -12.0  
 34.54    180.0      191.0      -11.0  
 34.56    167.0      188.0      -21.0  
 34.58    170.0      186.0      -16.0  
 34.6     159.0      184.0      -25.0  
 34.62    161.0      183.0      -22.0  
 34.64    151.0      181.0      -30.0  
 34.66    172.0      180.0      -8.0   
 34.68    152.0      178.0      -26.0  
 34.7     162.0      167.0      -5.0   
 34.72    155.0      166.0      -11.0  
 34.74    136.0      165.0      -29.0  
 34.76    162.0      165.0      -3.0   
 34.78    135.0      159.0      -24.0  
 34.8     146.0      159.0      -13.0  
 34.82    141.0      159.0      -18.0  
 34.84    160.0      159.0      1.0    
 34.86    144.0      159.0      -15.0  
 34.88    145.0      159.0      -14.0  
 34.9     144.0      159.0      -15.0  
 34.92    144.0      159.0      -15.0  
 34.94    121.0      158.0      -37.0  
 34.96    174.0      158.0      16.0   
 34.98    126.0      158.0      -32.0  
 35.0     153.0      158.0      -5.0   
 35.02    141.0      160.0      -19.0  
 35.04    137.0      161.0      -24.0  
 35.06    133.0      161.0      -28.0  
 35.08    157.0      161.0      -4.0   
 35.1     150.0      162.0      -12.0  
 35.12    147.0      163.0      -16.0  
 35.14    149.0      163.0      -14.0  
 35.16    175.0      163.0      12.0   
 35.18    142.0      164.0      -22.0  
 35.2     145.0      165.0      -20.0  
 35.22    140.0      165.0      -25.0  
 35.24    157.0      166.0      -9.0   
 35.26    155.0      168.0      -13.0  
 35.28    164.0      169.0      -5.0   
 35.3     173.0      171.0      2.0    
 35.32    147.0      173.0      -26.0  
 35.34    193.0      175.0      18.0   
 35.36    178.0      179.0      -1.0   
 35.38    191.0      183.0      8.0    
 35.4     179.0      189.0      -10.0  
 35.42    170.0      197.0      -27.0  
 35.44    213.0      207.0      6.0    
 35.46    211.0      222.0      -11.0  
 35.48    211.0      246.0      -35.0  
 35.5     256.0      293.0      -37.0  
 35.52    382.0      395.0      -13.0  
 35.54    611.0      597.0      14.0   
 35.56    935.0      889.0      46.0   
 35.58    1077.0     1086.0     -9.0   
 35.6     914.0      940.0      -26.0  
 35.62    671.0      704.0      -33.0  
 35.64    580.0      620.0      -40.0  
 35.66    591.0      657.0      -66.0  
 35.68    568.0      627.0      -59.0  
 35.7     510.0      469.0      41.0   
 35.72    285.0      325.0      -40.0  
 35.74    214.0      244.0      -30.0  
 35.76    183.0      206.0      -23.0  
 35.78    171.0      189.0      -18.0  
 35.8     199.0      180.0      19.0   
 35.82    168.0      175.0      -7.0   
 35.84    168.0      171.0      -3.0   
 35.86    142.0      168.0      -26.0  
 35.88    129.0      166.0      -37.0  
 35.9     140.0      164.0      -24.0  
 35.92    149.0      163.0      -14.0  
 35.94    140.0      162.0      -22.0  
 35.96    159.0      161.0      -2.0   
 35.98    136.0      160.0      -24.0  
 36.0     129.0      159.0      -30.0  
 36.02    139.0      159.0      -20.0  
 36.04    151.0      158.0      -7.0   
 36.06    160.0      158.0      2.0    
 36.08    142.0      157.0      -15.0  
 36.1     137.0      157.0      -20.0  
 36.12    155.0      156.0      -1.0   
 36.14    132.0      156.0      -24.0  
 36.16    140.0      156.0      -16.0  
 36.18    143.0      155.0      -12.0  
 36.2     137.0      153.0      -16.0  
 36.22    128.0      153.0      -25.0  
 36.24    141.0      153.0      -12.0  
 36.26    136.0      153.0      -17.0  
 36.28    121.0      153.0      -32.0  
 36.3     130.0      152.0      -22.0  
 36.32    135.0      152.0      -17.0  
 36.34    145.0      151.0      -6.0   
 36.36    147.0      151.0      -4.0   
 36.38    121.0      151.0      -30.0  
 36.4     146.0      151.0      -5.0   
 36.42    115.0      151.0      -36.0  
 36.44    149.0      151.0      -2.0   
 36.46    125.0      151.0      -26.0  
 36.48    136.0      151.0      -15.0  
 36.5     134.0      151.0      -17.0  
 36.52    131.0      151.0      -20.0  
 36.54    136.0      150.0      -14.0  
 36.56    131.0      150.0      -19.0  
 36.58    136.0      150.0      -14.0  
 36.6     127.0      150.0      -23.0  
 36.62    138.0      150.0      -12.0  
 36.64    129.0      150.0      -21.0  
 36.66    150.0      150.0      .0     
 36.68    133.0      150.0      -17.0  
 36.7     123.0      150.0      -27.0  
 36.72    133.0      150.0      -17.0  
 36.74    153.0      149.0      4.0    
 36.76    126.0      149.0      -23.0  
 36.78    134.0      149.0      -15.0  
 36.8     130.0      149.0      -19.0  
 36.82    143.0      149.0      -6.0   
 36.84    134.0      149.0      -15.0  
 36.86    140.0      149.0      -9.0   
 36.88    133.0      149.0      -16.0  
 36.9     104.0      149.0      -45.0  
 36.92    131.0      149.0      -18.0  
 36.94    121.0      149.0      -28.0  
 36.96    148.0      148.0      .0     
 36.98    143.0      148.0      -5.0   
 37.0     143.0      148.0      -5.0   
 37.02    132.0      148.0      -16.0  
 37.04    125.0      148.0      -23.0  
 37.06    121.0      148.0      -27.0  
 37.08    118.0      148.0      -30.0  
 37.1     150.0      148.0      2.0    
 37.12    146.0      148.0      -2.0   
 37.14    126.0      148.0      -22.0  
 37.16    131.0      147.0      -16.0  
 37.18    150.0      147.0      3.0    
 37.2     125.0      147.0      -22.0  
 37.22    127.0      147.0      -20.0  
 37.24    131.0      147.0      -16.0  
 37.26    115.0      147.0      -32.0  
 37.28    137.0      147.0      -10.0  
 37.3     129.0      147.0      -18.0  
 37.32    136.0      147.0      -11.0  
 37.34    152.0      147.0      5.0    
 37.36    137.0      147.0      -10.0  
 37.38    143.0      146.0      -3.0   
 37.4     133.0      146.0      -13.0  
 37.42    138.0      146.0      -8.0   
 37.44    134.0      146.0      -12.0  
 37.46    139.0      146.0      -7.0   
 37.48    122.0      146.0      -24.0  
 37.5     129.0      146.0      -17.0  
 37.52    116.0      146.0      -30.0  
 37.54    138.0      146.0      -8.0   
 37.56    160.0      146.0      14.0   
 37.58    121.0      145.0      -24.0  
 37.6     132.0      145.0      -13.0  
 37.62    121.0      145.0      -24.0  
 37.64    152.0      145.0      7.0    
 37.66    107.0      145.0      -38.0  
 37.68    119.0      145.0      -26.0  
 37.7     116.0      145.0      -29.0  
 37.72    110.0      145.0      -35.0  
 37.74    128.0      145.0      -17.0  
 37.76    135.0      145.0      -10.0  
 37.78    126.0      145.0      -19.0  
 37.8     129.0      145.0      -16.0  
 37.82    115.0      144.0      -29.0  
 37.84    118.0      144.0      -26.0  
 37.86    114.0      144.0      -30.0  
 37.88    130.0      144.0      -14.0  
 37.9     131.0      144.0      -13.0  
 37.92    116.0      144.0      -28.0  
 37.94    135.0      144.0      -9.0   
 37.96    106.0      144.0      -38.0  
 37.98    157.0      144.0      13.0   
 38.0     109.0      144.0      -35.0  
 38.02    127.0      144.0      -17.0  
 38.04    92.0       144.0      -52.0  
 38.06    128.0      144.0      -16.0  
 38.08    113.0      144.0      -31.0  
 38.1     135.0      144.0      -9.0   
 38.12    126.0      144.0      -18.0  
 38.14    122.0      144.0      -22.0  
 38.16    132.0      144.0      -12.0  
 38.18    100.0      144.0      -44.0  
 38.2     133.0      144.0      -11.0  
 38.22    137.0      144.0      -7.0   
 38.24    127.0      145.0      -18.0  
 38.26    121.0      146.0      -25.0  
 38.28    132.0      149.0      -17.0  
 38.3     166.0      154.0      12.0   
 38.32    181.0      162.0      19.0   
 38.34    177.0      168.0      9.0    
 38.36    189.0      165.0      24.0   
 38.38    160.0      157.0      3.0    
 38.4     139.0      154.0      -15.0  
 38.42    152.0      154.0      -2.0   
 38.44    131.0      156.0      -25.0  
 38.46    138.0      153.0      -15.0  
 38.48    128.0      148.0      -20.0  
 38.5     124.0      145.0      -21.0  
 38.52    114.0      143.0      -29.0  
 38.54    116.0      142.0      -26.0  
 38.56    134.0      142.0      -8.0   
 38.58    120.0      141.0      -21.0  
 38.6     128.0      141.0      -13.0  
 38.62    126.0      141.0      -15.0  
 38.64    150.0      141.0      9.0    
 38.66    115.0      141.0      -26.0  
 38.68    127.0      144.0      -17.0  
 38.7     127.0      144.0      -17.0  
 38.72    133.0      144.0      -11.0  
 38.74    138.0      144.0      -6.0   
 38.76    135.0      145.0      -10.0  
 38.78    134.0      147.0      -13.0  
 38.8     134.0      147.0      -13.0  
 38.82    139.0      148.0      -9.0   
 38.84    122.0      148.0      -26.0  
 38.86    129.0      149.0      -20.0  
 38.88    130.0      150.0      -20.0  
 38.9     140.0      151.0      -11.0  
 38.92    129.0      152.0      -23.0  
 38.94    143.0      154.0      -11.0  
 38.96    147.0      156.0      -9.0   
 38.98    154.0      158.0      -4.0   
 39.0     184.0      161.0      23.0   
 39.02    166.0      165.0      1.0    
 39.04    148.0      170.0      -22.0  
 39.06    173.0      176.0      -3.0   
 39.08    212.0      184.0      28.0   
 39.1     171.0      194.0      -23.0  
 39.12    194.0      209.0      -15.0  
 39.14    217.0      230.0      -13.0  
 39.16    206.0      264.0      -58.0  
 39.18    298.0      331.0      -33.0  
 39.2     457.0      478.0      -21.0  
 39.22    783.0      764.0      19.0   
 39.24    1203.0     1169.0     34.0   
 39.26    1340.0     1418.0     -78.0  
 39.28    1214.0     1189.0     25.0   
 39.3     886.0      839.0      47.0   
 39.32    625.0      695.0      -70.0  
 39.34    711.0      755.0      -44.0  
 39.36    740.0      823.0      -83.0  
 39.38    698.0      679.0      19.0   
 39.4     477.0      469.0      8.0    
 39.42    310.0      319.0      -9.0   
 39.44    236.0      244.0      -8.0   
 39.46    190.0      211.0      -21.0  
 39.48    210.0      196.0      14.0   
 39.5     173.0      195.0      -22.0  
 39.52    172.0      191.0      -19.0  
 39.54    160.0      189.0      -29.0  
 39.56    152.0      189.0      -37.0  
 39.58    155.0      190.0      -35.0  
 39.6     159.0      192.0      -33.0  
 39.62    175.0      195.0      -20.0  
 39.64    178.0      200.0      -22.0  
 39.66    177.0      206.0      -29.0  
 39.68    198.0      213.0      -15.0  
 39.7     232.0      222.0      10.0   
 39.72    205.0      234.0      -29.0  
 39.74    285.0      249.0      36.0   
 39.76    301.0      268.0      33.0   
 39.78    303.0      292.0      11.0   
 39.8     321.0      324.0      -3.0   
 39.82    354.0      368.0      -14.0  
 39.84    371.0      429.0      -58.0  
 39.86    457.0      519.0      -62.0  
 39.88    552.0      666.0      114.0  
 39.9     862.0      970.0      108.0  
 39.92    1519.0     1632.0     113.0  
 39.94    2994.0     2865.0     129.0  
 39.96    4433.0     4456.0     -23.0  
 39.98    5091.0     5106.0     -15.0  
 40.0     4087.0     3953.0     134.0  
 40.02    2588.0     2670.0     -82.0  
 40.04    2133.0     2253.0     120.0  
 40.06    2397.0     2568.0     171.0  
 40.08    2645.0     2800.0     155.0  
 40.1     2481.0     2176.0     305.0  
 40.12    1542.0     1323.0     219.0  
 40.14    815.0      760.0      55.0   
 40.16    488.0      482.0      6.0    
 40.18    386.0      359.0      27.0   
 40.2     314.0      300.0      14.0   
 40.22    262.0      266.0      -4.0   
 40.24    242.0      243.0      -1.0   
 40.26    219.0      227.0      -8.0   
 40.28    195.0      215.0      -20.0  
 40.3     170.0      207.0      -37.0  
 40.32    168.0      201.0      -33.0  
 40.34    143.0      197.0      -54.0  
 40.36    181.0      194.0      -13.0  
 40.38    173.0      193.0      -20.0  
 40.4     143.0      193.0      -50.0  
 40.42    188.0      195.0      -7.0   
 40.44    170.0      199.0      -29.0  
 40.46    148.0      206.0      -58.0  
 40.48    168.0      219.0      -51.0  
 40.5     170.0      240.0      -70.0  
 40.52    226.0      286.0      -60.0  
 40.54    346.0      387.0      -41.0  
 40.56    514.0      579.0      -65.0  
 40.58    659.0      831.0      172.0  
 40.6     763.0      936.0      173.0  
 40.62    675.0      759.0      -84.0  
 40.64    440.0      548.0      108.0  
 40.66    375.0      471.0      -96.0  
 40.68    388.0      519.0      131.0  
 40.7     480.0      568.0      -88.0  
 40.72    432.0      494.0      -62.0  
 40.74    367.0      372.0      -5.0   
 40.76    277.0      297.0      -20.0  
 40.78    229.0      259.0      -30.0  
 40.8     222.0      222.0      .0     
 40.82    203.0      193.0      10.0   
 40.84    160.0      180.0      -20.0  
 40.86    204.0      179.0      25.0   
 40.88    170.0      181.0      -11.0  
 40.9     157.0      173.0      -16.0  
 40.92    159.0      159.0      .0     
 40.94    130.0      149.0      -19.0  
 40.96    135.0      143.0      -8.0   
 40.98    128.0      141.0      -13.0  
 41.0     118.0      139.0      -21.0  
 41.02    138.0      138.0      .0     
 41.04    109.0      137.0      -28.0  
 41.06    108.0      136.0      -28.0  
 41.08    114.0      135.0      -21.0  
 41.1     126.0      135.0      -9.0   
 41.12    101.0      134.0      -33.0  
 41.14    100.0      134.0      -34.0  
 41.16    107.0      133.0      -26.0  
 41.18    122.0      133.0      -11.0  
 41.2     130.0      133.0      -3.0   
 41.22    118.0      131.0      -13.0  
 41.24    98.0       130.0      -32.0  
 41.26    120.0      130.0      -10.0  
 41.28    113.0      130.0      -17.0  
 41.3     99.0       130.0      -31.0  
 41.32    99.0       129.0      -30.0  
 41.34    102.0      129.0      -27.0  
 41.36    125.0      129.0      -4.0   
 41.38    116.0      129.0      -13.0  
 41.4     107.0      128.0      -21.0  
 41.42    114.0      128.0      -14.0  
 41.44    106.0      128.0      -22.0  
 41.46    96.0       128.0      -32.0  
 41.48    117.0      128.0      -11.0  
 41.5     96.0       128.0      -32.0  
 41.52    103.0      128.0      -25.0  
 41.54    128.0      128.0      .0     
 41.56    118.0      128.0      -10.0  
 41.58    140.0      131.0      9.0    
 41.6     104.0      131.0      -27.0  
 41.62    106.0      132.0      -26.0  
 41.64    136.0      132.0      4.0    
 41.66    103.0      132.0      -29.0  
 41.68    112.0      133.0      -21.0  
 41.7     109.0      135.0      -26.0  
 41.72    104.0      136.0      -32.0  
 41.74    111.0      137.0      -26.0  
 41.76    122.0      137.0      -15.0  
 41.78    138.0      139.0      -1.0   
 41.8     111.0      140.0      -29.0  
 41.82    132.0      141.0      -9.0   
 41.84    114.0      144.0      -30.0  
 41.86    161.0      147.0      14.0   
 41.88    140.0      149.0      -9.0   
 41.9     150.0      153.0      -3.0   
 41.92    144.0      157.0      -13.0  
 41.94    148.0      163.0      -15.0  
 41.96    120.0      170.0      -50.0  
 41.98    163.0      179.0      -16.0  
 42.0     185.0      192.0      -7.0   
 42.02    168.0      209.0      -41.0  
 42.04    204.0      234.0      -30.0  
 42.06    216.0      276.0      -60.0  
 42.08    309.0      360.0      -51.0  
 42.1     487.0      542.0      -55.0  
 42.12    774.0      884.0      110.0  
 42.14    1208.0     1334.0     126.0  
 42.16    1360.0     1541.0     181.0  
 42.18    1102.0     1227.0     125.0  
 42.2     757.0      841.0      -84.0  
 42.22    534.0      686.0      152.0  
 42.24    599.0      757.0      158.0  
 42.26    746.0      886.0      140.0  
 42.28    696.0      805.0      109.0  
 42.3     569.0      567.0      2.0    
 42.32    370.0      386.0      -16.0  
 42.34    257.0      305.0      -48.0  
 42.36    247.0      308.0      -61.0  
 42.38    305.0      376.0      -71.0  
 42.4     387.0      473.0      -86.0  
 42.42    392.0      498.0      106.0  
 42.44    363.0      404.0      -41.0  
 42.46    252.0      310.0      -58.0  
 42.48    241.0      276.0      -35.0  
 42.5     230.0      296.0      -66.0  
 42.52    264.0      323.0      -59.0  
 42.54    235.0      294.0      -59.0  
 42.56    209.0      232.0      -23.0  
 42.58    144.0      186.0      -42.0  
 42.6     143.0      161.0      -18.0  
 42.62    120.0      149.0      -29.0  
 42.64    150.0      144.0      6.0    
 42.66    126.0      140.0      -14.0  
 42.68    134.0      138.0      -4.0   
 42.7     92.0       136.0      -44.0  
 42.72    122.0      134.0      -12.0  
 42.74    133.0      133.0      .0     
 42.76    119.0      132.0      -13.0  
 42.78    105.0      128.0      -23.0  
 42.8     96.0       128.0      -32.0  
 42.82    116.0      127.0      -11.0  
 42.84    100.0      127.0      -27.0  
 42.86    130.0      126.0      4.0    
 42.88    117.0      126.0      -9.0   
 42.9     98.0       124.0      -26.0  
 42.92    120.0      124.0      -4.0   
 42.94    91.0       124.0      -33.0  
 42.96    83.0       123.0      -40.0  
 42.98    101.0      123.0      -22.0  
 43.0     113.0      123.0      -10.0  
 43.02    99.0       123.0      -24.0  
 43.04    111.0      122.0      -11.0  
 43.06    102.0      122.0      -20.0  
 43.08    108.0      122.0      -14.0  
 43.1     102.0      122.0      -20.0  
 43.12    122.0      122.0      .0     
 43.14    91.0       122.0      -31.0  
 43.16    114.0      121.0      -7.0   
 43.18    116.0      121.0      -5.0   
 43.2     106.0      121.0      -15.0  
 43.22    114.0      121.0      -7.0   
 43.24    115.0      121.0      -6.0   
 43.26    94.0       124.0      -30.0  
 43.28    93.0       124.0      -31.0  
 43.3     122.0      124.0      -2.0   
 43.32    117.0      125.0      -8.0   
 43.34    105.0      125.0      -20.0  
 43.36    116.0      125.0      -9.0   
 43.38    106.0      127.0      -21.0  
 43.4     108.0      128.0      -20.0  
 43.42    103.0      128.0      -25.0  
 43.44    111.0      129.0      -18.0  
 43.46    101.0      130.0      -29.0  
 43.48    129.0      131.0      -2.0   
 43.5     111.0      133.0      -22.0  
 43.52    104.0      134.0      -30.0  
 43.54    131.0      136.0      -5.0   
 43.56    113.0      138.0      -25.0  
 43.58    141.0      141.0      .0     
 43.6     147.0      145.0      2.0    
 43.62    149.0      149.0      .0     
 43.64    150.0      155.0      -5.0   
 43.66    140.0      162.0      -22.0  
 43.68    179.0      173.0      6.0    
 43.7     148.0      186.0      -38.0  
 43.72    164.0      206.0      -42.0  
 43.74    216.0      238.0      -22.0  
 43.76    217.0      301.0      -84.0  
 43.78    372.0      436.0      -64.0  
 43.8     587.0      702.0      115.0  
 43.82    964.0      1093.0     129.0  
 43.84    1067.0     1371.0     304.0  
 43.86    955.0      1182.0     227.0  
 43.88    681.0      808.0      127.0  
 43.9     439.0      596.0      157.0  
 43.92    462.0      599.0      137.0  
 43.94    594.0      728.0      134.0  
 43.96    588.0      770.0      182.0  
 43.98    555.0      595.0      -40.0  
 44.0     375.0      391.0      -16.0  
 44.02    232.0      263.0      -31.0  
 44.04    166.0      200.0      -34.0  
 44.06    167.0      172.0      -5.0   
 44.08    126.0      158.0      -32.0  
 44.1     114.0      150.0      -36.0  
 44.12    122.0      145.0      -23.0  
 44.14    117.0      141.0      -24.0  
 44.16    118.0      138.0      -20.0  
 44.18    120.0      136.0      -16.0  
 44.2     88.0       134.0      -46.0  
 44.22    117.0      133.0      -16.0  
 44.24    112.0      132.0      -20.0  
 44.26    115.0      131.0      -16.0  
 44.28    120.0      130.0      -10.0  
 44.3     108.0      130.0      -22.0  
 44.32    92.0       130.0      -38.0  
 44.34    115.0      131.0      -16.0  
 44.36    107.0      132.0      -25.0  
 44.38    106.0      133.0      -27.0  
 44.4     115.0      134.0      -19.0  
 44.42    129.0      137.0      -8.0   
 44.44    120.0      141.0      -21.0  
 44.46    125.0      147.0      -22.0  
 44.48    121.0      154.0      -33.0  
 44.5     168.0      175.0      -7.0   
 44.52    198.0      221.0      -23.0  
 44.54    300.0      306.0      -6.0   
 44.56    410.0      415.0      -5.0   
 44.58    385.0      459.0      -74.0  
 44.6     338.0      378.0      -40.0  
 44.62    278.0      282.0      -4.0   
 44.64    190.0      238.0      -48.0  
 44.66    218.0      251.0      -33.0  
 44.68    260.0      288.0      -28.0  
 44.7     244.0      289.0      -45.0  
