gDBWS - Graphic data export Powder v3.beta  -  21/12/00 10:40:00 AM
2 theta,   I obs,    I calc,  I obs - I calc 
 59.64    83.0       77.0       6.0    
 59.66    82.0       77.0       5.0    
 59.68    76.0       77.0       -1.0   
 59.7     82.0       77.0       5.0    
 59.72    79.0       77.0       2.0    
 59.74    66.0       77.0       -11.0  
 59.76    78.0       77.0       1.0    
 59.78    92.0       79.0       13.0   
 59.8     75.0       79.0       -4.0   
 59.82    57.0       80.0       -23.0  
 59.84    78.0       80.0       -2.0   
 59.86    73.0       81.0       -8.0   
 59.88    77.0       82.0       -5.0   
 59.9     90.0       82.0       8.0    
 59.92    85.0       84.0       1.0    
 59.94    81.0       85.0       -4.0   
 59.96    106.0      86.0       20.0   
 59.98    94.0       88.0       6.0    
 60.0     100.0      91.0       9.0    
 60.02    89.0       94.0       -5.0   
 60.04    134.0      97.0       37.0   
 60.06    100.0      102.0      -2.0   
 60.08    117.0      111.0      6.0    
 60.1     118.0      120.0      -2.0   
 60.12    141.0      134.0      7.0    
 60.14    153.0      156.0      -3.0   
 60.16    187.0      199.0      -12.0  
 60.18    283.0      289.0      -6.0   
 60.2     466.0      467.0      -1.0   
 60.22    757.0      743.0      14.0   
 60.24    943.0      1006.0     -63.0  
 60.26    898.0      984.0      -86.0  
 60.28    716.0      714.0      2.0    
 60.3     412.0      461.0      -49.0  
 60.32    283.0      319.0      -36.0  
 60.34    242.0      277.0      -35.0  
 60.36    301.0      318.0      -17.0  
 60.38    405.0      426.0      -21.0  
 60.4     501.0      556.0      -55.0  
 60.42    517.0      573.0      -56.0  
 60.44    430.0      445.0      -15.0  
 60.46    333.0      305.0      28.0   
 60.48    243.0      213.0      30.0   
 60.5     147.0      167.0      -20.0  
 60.52    142.0      148.0      -6.0   
 60.54    114.0      141.0      -27.0  
 60.56    160.0      140.0      20.0   
 60.58    164.0      146.0      18.0   
 60.6     183.0      160.0      23.0   
 60.62    182.0      192.0      -10.0  
 60.64    277.0      263.0      14.0   
 60.66    481.0      406.0      75.0   
 60.68    683.0      635.0      48.0   
 60.7     878.0      865.0      13.0   
 60.72    910.0      868.0      42.0   
 60.74    697.0      643.0      54.0   
 60.76    436.0      422.0      14.0   
 60.78    260.0      292.0      -32.0  
 60.8     235.0      250.0      -15.0  
 60.82    277.0      278.0      -1.0   
 60.84    327.0      365.0      -38.0  
 60.86    480.0      476.0      4.0    
 60.88    530.0      509.0      21.0   
 60.9     446.0      407.0      39.0   
 60.92    269.0      278.0      -9.0   
 60.94    198.0      190.0      8.0    
 60.96    164.0      144.0      20.0   
 60.98    125.0      122.0      3.0    
 61.0     101.0      112.0      -11.0  
 61.02    113.0      105.0      8.0    
 61.04    92.0       98.0       -6.0   
 61.06    95.0       95.0       .0     
 61.08    84.0       90.0       -6.0   
 61.1     96.0       87.0       9.0    
 61.12    99.0       85.0       14.0   
 61.14    71.0       84.0       -13.0  
 61.16    64.0       83.0       -19.0  
 61.18    85.0       82.0       3.0    
 61.2     85.0       81.0       4.0    
 61.22    95.0       81.0       14.0   
 61.24    53.0       81.0       -28.0  
 61.26    90.0       83.0       7.0    
 61.28    79.0       83.0       -4.0   
 61.3     70.0       83.0       -13.0  
 61.32    86.0       83.0       3.0    
 61.34    82.0       84.0       -2.0   
 61.36    92.0       84.0       8.0    
 61.38    62.0       83.0       -21.0  
 61.4     105.0      85.0       20.0   
 61.42    101.0      87.0       14.0   
 61.44    101.0      89.0       12.0   
 61.46    115.0      91.0       24.0   
 61.48    107.0      94.0       13.0   
 61.5     115.0      98.0       17.0   
 61.52    108.0      103.0      5.0    
 61.54    111.0      109.0      2.0    
 61.56    136.0      118.0      18.0   
 61.58    142.0      133.0      9.0    
 61.6     176.0      159.0      17.0   
 61.62    238.0      211.0      27.0   
 61.64    318.0      318.0      .0     
 61.66    520.0      505.0      15.0   
 61.68    750.0      741.0      9.0    
 61.7     840.0      853.0      -13.0  
 61.72    672.0      707.0      -35.0  
 61.74    465.0      488.0      -23.0  
 61.76    316.0      339.0      -23.0  
 61.78    273.0      280.0      -7.0   
 61.8     308.0      302.0      6.0    
 61.82    392.0      412.0      -20.0  
 61.84    569.0      619.0      -50.0  
 61.86    769.0      871.0      102.0  
 61.88    917.0      983.0      -66.0  
 61.9     773.0      832.0      -59.0  
 61.92    549.0      568.0      -19.0  
 61.94    338.0      365.0      -27.0  
 61.96    187.0      254.0      -67.0  
 61.98    165.0      215.0      -50.0  
 62.0     202.0      227.0      -25.0  
 62.02    234.0      279.0      -45.0  
 62.04    309.0      351.0      -42.0  
 62.06    340.0      373.0      -33.0  
 62.08    300.0      306.0      -6.0   
 62.1     192.0      219.0      -27.0  
 62.12    172.0      159.0      13.0   
 62.14    93.0       125.0      -32.0  
 62.16    118.0      109.0      9.0    
 62.18    91.0       100.0      -9.0   
 62.2     92.0       94.0       -2.0   
 62.22    101.0      90.0       11.0   
 62.24    97.0       87.0       10.0   
 62.26    80.0       84.0       -4.0   
 62.28    93.0       83.0       10.0   
 62.3     76.0       81.0       -5.0   
 62.32    77.0       80.0       -3.0   
 62.34    77.0       79.0       -2.0   
 62.36    75.0       76.0       -1.0   
 62.38    76.0       75.0       1.0    
 62.4     75.0       75.0       .0     
 62.42    77.0       74.0       3.0    
 62.44    64.0       74.0       -10.0  
 62.46    76.0       73.0       3.0    
 62.48    83.0       73.0       10.0   
 62.5     81.0       73.0       8.0    
 62.52    76.0       72.0       4.0    
 62.54    80.0       71.0       9.0    
 62.56    82.0       70.0       12.0   
 62.58    92.0       70.0       22.0   
 62.6     79.0       75.0       4.0    
 62.62    74.0       75.0       -1.0   
 62.64    81.0       75.0       6.0    
 62.66    79.0       76.0       3.0    
 62.68    86.0       76.0       10.0   
 62.7     76.0       76.0       .0     
 62.72    75.0       76.0       -1.0   
 62.74    91.0       77.0       14.0   
 62.76    87.0       77.0       10.0   
 62.78    92.0       81.0       11.0   
 62.8     102.0      82.0       20.0   
 62.82    103.0      83.0       20.0   
 62.84    98.0       85.0       13.0   
 62.86    96.0       86.0       10.0   
 62.88    96.0       88.0       8.0    
 62.9     125.0      90.0       35.0   
 62.92    120.0      93.0       27.0   
 62.94    128.0      96.0       32.0   
 62.96    115.0      100.0      15.0   
 62.98    126.0      104.0      22.0   
 63.0     159.0      110.0      49.0   
 63.02    151.0      117.0      34.0   
 63.04    147.0      126.0      21.0   
 63.06    175.0      138.0      37.0   
 63.08    154.0      154.0      .0     
 63.1     178.0      176.0      2.0    
 63.12    210.0      210.0      .0     
 63.14    310.0      268.0      42.0   
 63.16    393.0      383.0      10.0   
 63.18    643.0      623.0      20.0   
 63.2     1176.0     1066.0     110.0  
 63.22    1711.0     1690.0     21.0   
 63.24    2231.0     2152.0     79.0   
 63.26    2049.0     1930.0     119.0  
 63.28    1443.0     1318.0     125.0  
 63.3     823.0      816.0      7.0    
 63.32    505.0      544.0      -39.0  
 63.34    477.0      463.0      14.0   
 63.36    497.0      535.0      -38.0  
 63.38    800.0      750.0      50.0   
 63.4     1038.0     1038.0     .0     
 63.42    1129.0     1166.0     -37.0  
 63.44    1071.0     952.0      119.0  
 63.46    696.0      633.0      63.0   
 63.48    429.0      399.0      30.0   
 63.5     294.0      268.0      26.0   
 63.52    225.0      205.0      20.0   
 63.54    190.0      174.0      16.0   
 63.56    168.0      159.0      9.0    
 63.58    189.0      148.0      41.0   
 63.6     129.0      143.0      -14.0  
 63.62    137.0      141.0      -4.0   
 63.64    136.0      143.0      -7.0   
 63.66    180.0      153.0      27.0   
 63.68    188.0      178.0      10.0   
 63.7     230.0      234.0      -4.0   
 63.72    307.0      322.0      -15.0  
 63.74    374.0      424.0      -50.0  
 63.76    372.0      454.0      -82.0  
 63.78    365.0      378.0      -13.0  
 63.8     262.0      287.0      -25.0  
 63.82    220.0      229.0      -9.0   
 63.84    194.0      210.0      -16.0  
 63.86    209.0      223.0      -14.0  
 63.88    274.0      263.0      11.0   
 63.9     295.0      335.0      -40.0  
 63.92    354.0      430.0      -76.0  
 63.94    492.0      545.0      -53.0  
 63.96    805.0      732.0      73.0   
 63.98    1139.0     1082.0     57.0   
 64.0     1487.0     1532.0     -45.0  
 64.02    1638.0     1713.0     -75.0  
 64.04    1407.0     1378.0     29.0   
 64.06    888.0      911.0      -23.0  
 64.08    533.0      587.0      -54.0  
 64.1     382.0      430.0      -48.0  
 64.12    407.0      408.0      -1.0   
 64.14    491.0      496.0      -5.0   
 64.16    670.0      686.0      -16.0  
 64.18    856.0      912.0      -56.0  
 64.2     933.0      972.0      -39.0  
 64.22    858.0      800.0      58.0   
 64.24    700.0      620.0      80.0   
 64.26    588.0      576.0      12.0   
 64.28    629.0      719.0      -90.0  
 64.3     938.0      1044.0     106.0  
 64.32    1241.0     1412.0     171.0  
 64.34    1228.0     1456.0     228.0  
 64.36    1006.0     1102.0     -96.0  
 64.38    679.0      716.0      -37.0  
 64.4     408.0      467.0      -59.0  
 64.42    312.0      356.0      -44.0  
 64.44    315.0      349.0      -34.0  
 64.46    422.0      434.0      -12.0  
 64.48    574.0      599.0      -25.0  
 64.5     695.0      769.0      -74.0  
 64.52    702.0      761.0      -59.0  
 64.54    521.0      569.0      -48.0  
 64.56    388.0      375.0      13.0   
 64.58    213.0      248.0      -35.0  
 64.6     165.0      180.0      -15.0  
 64.62    104.0      147.0      -43.0  
 64.64    140.0      128.0      12.0   
 64.66    117.0      117.0      .0     
 64.68    100.0      109.0      -9.0   
 64.7     109.0      102.0      7.0    
 64.72    105.0      98.0       7.0    
 64.74    102.0      94.0       8.0    
 64.76    108.0      91.0       17.0   
 64.78    78.0       89.0       -11.0  
 64.8     95.0       88.0       7.0    
 64.82    92.0       86.0       6.0    
 64.84    85.0       85.0       .0     
 64.86    80.0       84.0       -4.0   
 64.88    89.0       84.0       5.0    
 64.9     81.0       84.0       -3.0   
 64.92    85.0       84.0       1.0    
 64.94    103.0      85.0       18.0   
 64.96    107.0      85.0       22.0   
 64.98    107.0      86.0       21.0   
 65.0     112.0      87.0       25.0   
 65.02    94.0       85.0       9.0    
 65.04    92.0       87.0       5.0    
 65.06    112.0      89.0       23.0   
 65.08    109.0      92.0       17.0   
 65.1     122.0      96.0       26.0   
 65.12    130.0      100.0      30.0   
 65.14    134.0      106.0      28.0   
 65.16    126.0      114.0      12.0   
 65.18    160.0      124.0      36.0   
 65.2     159.0      137.0      22.0   
 65.22    175.0      159.0      16.0   
 65.24    208.0      198.0      10.0   
 65.26    291.0      275.0      16.0   
 65.28    456.0      433.0      23.0   
 65.3     739.0      713.0      26.0   
 65.32    1100.0     1091.0     9.0    
 65.34    1265.0     1342.0     -77.0  
 65.36    1214.0     1178.0     36.0   
 65.38    860.0      812.0      48.0   
 65.4     503.0      522.0      -19.0  
 65.42    368.0      368.0      .0     
 65.44    321.0      328.0      -7.0   
 65.46    376.0      385.0      -9.0   
 65.48    499.0      546.0      -47.0  
 65.5     736.0      798.0      -62.0  
 65.52    935.0      1007.0     -72.0  
 65.54    861.0      945.0      -84.0  
 65.56    669.0      680.0      -11.0  
 65.58    425.0      435.0      -10.0  
 65.6     261.0      282.0      -21.0  
 65.62    205.0      208.0      -3.0   
 65.64    178.0      180.0      -2.0   
 65.66    172.0      183.0      -11.0  
 65.68    212.0      208.0      4.0    
 65.7     234.0      242.0      -8.0   
 65.72    219.0      248.0      -29.0  
 65.74    201.0      208.0      -7.0   
 65.76    168.0      160.0      8.0    
 65.78    125.0      125.0      .0     
 65.8     92.0       106.0      -14.0  
 65.82    103.0      96.0       7.0    
 65.84    75.0       90.0       -15.0  
 65.86    99.0       86.0       13.0   
 65.88    103.0      83.0       20.0   
 65.9     68.0       81.0       -13.0  
 65.92    71.0       79.0       -8.0   
 65.94    89.0       77.0       12.0   
 65.96    76.0       77.0       -1.0   
 65.98    77.0       76.0       1.0    
 66.0     81.0       75.0       6.0    
 66.02    80.0       72.0       8.0    
 66.04    71.0       71.0       .0     
 66.06    68.0       71.0       -3.0   
 66.08    67.0       71.0       -4.0   
 66.1     71.0       70.0       1.0    
 66.12    75.0       70.0       5.0    
 66.14    71.0       71.0       .0     
 66.16    75.0       71.0       4.0    
 66.18    85.0       71.0       14.0   
 66.2     83.0       71.0       12.0   
 66.22    85.0       69.0       16.0   
 66.24    66.0       69.0       -3.0   
 66.26    68.0       70.0       -2.0   
 66.28    77.0       70.0       7.0    
 66.3     90.0       71.0       19.0   
 66.32    78.0       72.0       6.0    
 66.34    86.0       73.0       13.0   
 66.36    78.0       74.0       4.0    
 66.38    96.0       75.0       21.0   
 66.4     86.0       77.0       9.0    
 66.42    88.0       80.0       8.0    
 66.44    91.0       83.0       8.0    
 66.46    105.0      88.0       17.0   
 66.48    117.0      95.0       22.0   
 66.5     119.0      107.0      12.0   
 66.52    141.0      130.0      11.0   
 66.54    187.0      176.0      11.0   
 66.56    313.0      257.0      56.0   
 66.58    409.0      366.0      43.0   
 66.6     432.0      448.0      -16.0  
 66.62    451.0      439.0      12.0   
 66.64    429.0      393.0      36.0   
 66.66    352.0      349.0      3.0    
 66.68    314.0      284.0      30.0   
 66.7     229.0      219.0      10.0   
 66.72    198.0      186.0      12.0   
 66.74    195.0      191.0      4.0    
 66.76    239.0      226.0      13.0   
 66.78    270.0      267.0      3.0    
 66.8     303.0      269.0      34.0   
 66.82    223.0      243.0      -20.0  
 66.84    217.0      219.0      -2.0   
 66.86    204.0      186.0      18.0   
 66.88    161.0      146.0      15.0   
 66.9     127.0      116.0      11.0   
 66.92    106.0      97.0       9.0    
 66.94    84.0       87.0       -3.0   
 66.96    86.0       81.0       5.0    
 66.98    96.0       77.0       19.0   
 67.0     65.0       75.0       -10.0  
 67.02    75.0       73.0       2.0    
 67.04    68.0       72.0       -4.0   
 67.06    75.0       71.0       4.0    
 67.08    56.0       70.0       -14.0  
 67.1     66.0       69.0       -3.0   
 67.12    52.0       69.0       -17.0  
 67.14    71.0       68.0       3.0    
 67.16    64.0       68.0       -4.0   
 67.18    58.0       67.0       -9.0   
 67.2     62.0       67.0       -5.0   
 67.22    67.0       67.0       .0     
 67.24    82.0       66.0       16.0   
 67.26    52.0       66.0       -14.0  
 67.28    74.0       66.0       8.0    
 67.3     64.0       65.0       -1.0   
 67.32    54.0       65.0       -11.0  
 67.34    66.0       65.0       1.0    
 67.36    56.0       65.0       -9.0   
 67.38    81.0       66.0       15.0   
 67.4     65.0       66.0       -1.0   
 67.42    61.0       67.0       -6.0   
 67.44    64.0       66.0       -2.0   
 67.46    64.0       65.0       -1.0   
 67.48    70.0       64.0       6.0    
 67.5     80.0       64.0       16.0   
 67.52    78.0       64.0       14.0   
 67.54    64.0       64.0       .0     
 67.56    60.0       64.0       -4.0   
 67.58    61.0       64.0       -3.0   
 67.6     71.0       64.0       7.0    
 67.62    59.0       64.0       -5.0   
 67.64    75.0       64.0       11.0   
 67.66    63.0       63.0       .0     
 67.68    59.0       63.0       -4.0   
 67.7     62.0       63.0       -1.0   
 67.72    49.0       63.0       -14.0  
 67.74    62.0       63.0       -1.0   
 67.76    47.0       63.0       -16.0  
 67.78    72.0       63.0       9.0    
 67.8     63.0       63.0       .0     
 67.82    61.0       63.0       -2.0   
 67.84    58.0       63.0       -5.0   
 67.86    58.0       63.0       -5.0   
 67.88    54.0       63.0       -9.0   
 67.9     58.0       63.0       -5.0   
 67.92    65.0       63.0       2.0    
 67.94    53.0       63.0       -10.0  
 67.96    62.0       63.0       -1.0   
 67.98    61.0       63.0       -2.0   
 68.0     78.0       63.0       15.0   
 68.02    57.0       63.0       -6.0   
 68.04    72.0       63.0       9.0    
 68.06    56.0       63.0       -7.0   
 68.08    52.0       63.0       -11.0  
 68.1     46.0       63.0       -17.0  
 68.12    80.0       63.0       17.0   
 68.14    60.0       63.0       -3.0   
 68.16    65.0       64.0       1.0    
 68.18    51.0       64.0       -13.0  
 68.2     58.0       64.0       -6.0   
 68.22    82.0       64.0       18.0   
 68.24    61.0       64.0       -3.0   
 68.26    55.0       64.0       -9.0   
 68.28    63.0       64.0       -1.0   
 68.3     57.0       65.0       -8.0   
 68.32    60.0       65.0       -5.0   
 68.34    61.0       65.0       -4.0   
 68.36    58.0       66.0       -8.0   
 68.38    76.0       67.0       9.0    
 68.4     67.0       68.0       -1.0   
 68.42    67.0       71.0       -4.0   
 68.44    74.0       75.0       -1.0   
 68.46    85.0       85.0       .0     
 68.48    87.0       102.0      -15.0  
 68.5     147.0      127.0      20.0   
 68.52    122.0      147.0      -25.0  
 68.54    115.0      143.0      -28.0  
 68.56    126.0      119.0      7.0    
 68.58    104.0      97.0       7.0    
 68.6     95.0       84.0       11.0   
 68.62    83.0       78.0       5.0    
 68.64    80.0       77.0       3.0    
 68.66    78.0       81.0       -3.0   
 68.68    91.0       89.0       2.0    
 68.7     90.0       101.0      -11.0  
 68.72    102.0      108.0      -6.0   
 68.74    104.0      100.0      4.0    
 68.76    83.0       87.0       -4.0   
 68.78    81.0       77.0       4.0    
 68.8     73.0       71.0       2.0    
 68.82    73.0       68.0       5.0    
 68.84    60.0       67.0       -7.0   
 68.86    74.0       66.0       8.0    
 68.88    59.0       65.0       -6.0   
 68.9     73.0       65.0       8.0    
 68.92    61.0       65.0       -4.0   
 68.94    73.0       65.0       8.0    
 68.96    59.0       65.0       -6.0   
 68.98    53.0       65.0       -12.0  
 69.0     71.0       65.0       6.0    
 69.02    61.0       66.0       -5.0   
 69.04    64.0       68.0       -4.0   
 69.06    68.0       70.0       -2.0   
 69.08    75.0       72.0       3.0    
 69.1     74.0       71.0       3.0    
 69.12    61.0       69.0       -8.0   
 69.14    66.0       67.0       -1.0   
 69.16    75.0       66.0       9.0    
 69.18    62.0       66.0       -4.0   
 69.2     75.0       67.0       8.0    
 69.22    67.0       68.0       -1.0   
 69.24    49.0       70.0       -21.0  
 69.26    69.0       72.0       -3.0   
 69.28    71.0       76.0       -5.0   
 69.3     73.0       81.0       -8.0   
 69.32    87.0       93.0       -6.0   
 69.34    100.0      112.0      -12.0  
 69.36    128.0      137.0      -9.0   
 69.38    125.0      151.0      -26.0  
 69.4     123.0      137.0      -14.0  
 69.42    98.0       113.0      -15.0  
 69.44    93.0       93.0       .0     
 69.46    67.0       82.0       -15.0  
 69.48    87.0       78.0       9.0    
 69.5     76.0       79.0       -3.0   
 69.52    68.0       85.0       -17.0  
 69.54    75.0       95.0       -20.0  
 69.56    113.0      106.0      7.0    
 69.58    108.0      110.0      -2.0   
 69.6     87.0       102.0      -15.0  
 69.62    75.0       89.0       -14.0  
 69.64    88.0       81.0       7.0    
 69.66    80.0       76.0       4.0    
 69.68    84.0       74.0       10.0   
 69.7     88.0       73.0       15.0   
 69.72    77.0       73.0       4.0    
 69.74    82.0       74.0       8.0    
 69.76    79.0       75.0       4.0    
 69.78    68.0       77.0       -9.0   
 69.8     76.0       80.0       -4.0   
 69.82    70.0       83.0       -13.0  
 69.84    95.0       88.0       7.0    
 69.86    102.0      94.0       8.0    
 69.88    95.0       106.0      -11.0  
 69.9     130.0      127.0      3.0    
 69.92    175.0      171.0      4.0    
 69.94    262.0      253.0      9.0    
 69.96    394.0      381.0      13.0   
 69.98    458.0      517.0      -59.0  
 70.0     463.0      545.0      -82.0  
 70.02    375.0      432.0      -57.0  
 70.04    270.0      297.0      -27.0  
 70.06    196.0      203.0      -7.0   
 70.08    157.0      155.0      2.0    
 70.1     151.0      140.0      11.0   
 70.12    150.0      149.0      1.0    
 70.14    194.0      184.0      10.0   
 70.16    253.0      244.0      9.0    
 70.18    271.0      305.0      -34.0  
 70.2     262.0      308.0      -46.0  
 70.22    265.0      246.0      19.0   
 70.24    159.0      177.0      -18.0  
 70.26    145.0      130.0      15.0   
 70.28    82.0       104.0      -22.0  
 70.3     98.0       91.0       7.0    
 70.32    72.0       85.0       -13.0  
 70.34    88.0       81.0       7.0    
 70.36    67.0       79.0       -12.0  
 70.38    80.0       79.0       1.0    
 70.4     87.0       81.0       6.0    
 70.42    96.0       88.0       8.0    
 70.44    108.0      99.0       9.0    
 70.46    141.0      114.0      27.0   
 70.48    143.0      120.0      23.0   
 70.5     134.0      111.0      23.0   
 70.52    104.0      96.0       8.0    
 70.54    89.0       84.0       5.0    
 70.56    72.0       77.0       -5.0   
 70.58    86.0       74.0       12.0   
 70.6     75.0       74.0       1.0    
 70.62    85.0       77.0       8.0    
 70.64    75.0       82.0       -7.0   
 70.66    108.0      89.0       19.0   
 70.68    105.0      92.0       13.0   
 70.7     92.0       86.0       6.0    
 70.72    82.0       79.0       3.0    
 70.74    67.0       73.0       -6.0   
 70.76    60.0       69.0       -9.0   
 70.78    82.0       68.0       14.0   
 70.8     66.0       67.0       -1.0   
 70.82    81.0       68.0       13.0   
 70.84    66.0       69.0       -3.0   
 70.86    63.0       70.0       -7.0   
 70.88    56.0       73.0       -17.0  
 70.9     76.0       75.0       1.0    
 70.92    82.0       76.0       6.0    
 70.94    85.0       77.0       8.0    
 70.96    70.0       82.0       -12.0  
 70.98    90.0       93.0       -3.0   
 71.0     104.0      110.0      -6.0   
 71.02    110.0      126.0      -16.0  
 71.04    94.0       126.0      -32.0  
 71.06    97.0       111.0      -14.0  
 71.08    73.0       95.0       -22.0  
 71.1     71.0       85.0       -14.0  
 71.12    76.0       80.0       -4.0   
 71.14    64.0       79.0       -15.0  
 71.16    74.0       81.0       -7.0   
 71.18    72.0       87.0       -15.0  
 71.2     100.0      100.0      .0     
 71.22    101.0      118.0      -17.0  
 71.24    113.0      136.0      -23.0  
 71.26    142.0      148.0      -6.0   
 71.28    139.0      149.0      -10.0  
 71.3     122.0      130.0      -8.0   
 71.32    110.0      109.0      1.0    
 71.34    82.0       92.0       -10.0  
 71.36    97.0       82.0       15.0   
 71.38    51.0       78.0       -27.0  
 71.4     70.0       78.0       -8.0   
 71.42    81.0       81.0       .0     
 71.44    81.0       89.0       -8.0   
 71.46    105.0      98.0       7.0    
 71.48    114.0      104.0      10.0   
 71.5     108.0      99.0       9.0    
 71.52    92.0       90.0       2.0    
 71.54    71.0       82.0       -11.0  
 71.56    66.0       78.0       -12.0  
 71.58    74.0       76.0       -2.0   
 71.6     85.0       75.0       10.0   
 71.62    87.0       76.0       11.0   
 71.64    103.0      77.0       26.0   
 71.66    94.0       78.0       16.0   
 71.68    101.0      81.0       20.0   
 71.7     107.0      84.0       23.0   
 71.72    102.0      90.0       12.0   
 71.74    129.0      100.0      29.0   
 71.76    117.0      117.0      .0     
 71.78    152.0      146.0      6.0    
 71.8     177.0      180.0      -3.0   
 71.82    191.0      200.0      -9.0   
 71.84    186.0      190.0      -4.0   
 71.86    186.0      173.0      13.0   
 71.88    171.0      169.0      2.0    
 71.9     193.0      193.0      .0     
 71.92    262.0      261.0      1.0    
 71.94    438.0      397.0      41.0   
 71.96    706.0      609.0      97.0   
 71.98    876.0      838.0      38.0   
 72.0     869.0      895.0      -26.0  
 72.02    734.0      725.0      9.0    
 72.04    501.0      500.0      1.0    
 72.06    314.0      331.0      -17.0  
 72.08    226.0      237.0      -11.0  
 72.1     183.0      198.0      -15.0  
 72.12    176.0      201.0      -25.0  
 72.14    285.0      243.0      42.0   
 72.16    361.0      327.0      34.0   
 72.18    440.0      434.0      6.0    
 72.2     497.0      484.0      13.0   
 72.22    453.0      415.0      38.0   
 72.24    338.0      300.0      38.0   
 72.26    216.0      210.0      6.0    
 72.28    155.0      157.0      -2.0   
 72.3     125.0      134.0      -9.0   
 72.32    148.0      128.0      20.0   
 72.34    126.0      132.0      -6.0   
 72.36    150.0      136.0      14.0   
 72.38    127.0      130.0      -3.0   
 72.4     119.0      117.0      2.0    
 72.42    130.0      107.0      23.0   
 72.44    117.0      101.0      16.0   
 72.46    102.0      100.0      2.0    
 72.48    91.0       102.0      -11.0  
 72.5     136.0      108.0      28.0   
 72.52    135.0      119.0      16.0   
 72.54    142.0      137.0      5.0    
 72.56    188.0      168.0      20.0   
 72.58    239.0      220.0      19.0   
 72.6     325.0      313.0      12.0   
 72.62    527.0      458.0      69.0   
 72.64    658.0      619.0      39.0   
 72.66    629.0      663.0      -34.0  
 72.68    496.0      536.0      -40.0  
 72.7     341.0      370.0      -29.0  
 72.72    214.0      248.0      -34.0  
 72.74    190.0      182.0      8.0    
 72.76    143.0      155.0      -12.0  
 72.78    169.0      157.0      12.0   
 72.8     157.0      184.0      -27.0  
 72.82    291.0      242.0      49.0   
 72.84    301.0      321.0      -20.0  
 72.86    332.0      373.0      -41.0  
 72.88    323.0      337.0      -14.0  
 72.9     285.0      252.0      33.0   
 72.92    152.0      178.0      -26.0  
 72.94    141.0      131.0      10.0   
 72.96    118.0      107.0      11.0   
 72.98    94.0       94.0       .0     
 73.0     90.0       87.0       3.0    
 73.02    99.0       83.0       16.0   
 73.04    76.0       81.0       -5.0   
 73.06    77.0       80.0       -3.0   
 73.08    73.0       79.0       -6.0   
 73.1     96.0       81.0       15.0   
 73.12    94.0       87.0       7.0    
 73.14    109.0      98.0       11.0   
 73.16    107.0      118.0      -11.0  
 73.18    131.0      141.0      -10.0  
 73.2     157.0      152.0      5.0    
 73.22    118.0      137.0      -19.0  
 73.24    132.0      113.0      19.0   
 73.26    89.0       94.0       -5.0   
 73.28    62.0       83.0       -21.0  
 73.3     85.0       78.0       7.0    
 73.32    80.0       77.0       3.0    
 73.34    86.0       80.0       6.0    
 73.36    101.0      86.0       15.0   
 73.38    85.0       96.0       -11.0  
 73.4     92.0       105.0      -13.0  
 73.42    111.0      104.0      7.0    
 73.44    87.0       92.0       -5.0   
 73.46    77.0       82.0       -5.0   
 73.48    75.0       74.0       1.0    
 73.5     71.0       70.0       1.0    
 73.52    64.0       68.0       -4.0   
 73.54    77.0       67.0       10.0   
 73.56    75.0       66.0       9.0    
 73.58    68.0       67.0       1.0    
 73.6     68.0       67.0       1.0    
 73.62    82.0       67.0       15.0   
 73.64    72.0       67.0       5.0    
 73.66    61.0       67.0       -6.0   
 73.68    61.0       68.0       -7.0   
 73.7     66.0       68.0       -2.0   
 73.72    84.0       68.0       16.0   
 73.74    80.0       69.0       11.0   
 73.76    64.0       69.0       -5.0   
 73.78    84.0       70.0       14.0   
 73.8     71.0       72.0       -1.0   
 73.82    80.0       73.0       7.0    
 73.84    85.0       74.0       11.0   
 73.86    86.0       75.0       11.0   
 73.88    101.0      77.0       24.0   
 73.9     82.0       79.0       3.0    
 73.92    94.0       81.0       13.0   
 73.94    101.0      84.0       17.0   
 73.96    94.0       88.0       6.0    
 73.98    98.0       92.0       6.0    
 74.0     110.0      99.0       11.0   
 74.02    112.0      108.0      4.0    
 74.04    136.0      122.0      14.0   
 74.06    150.0      147.0      3.0    
 74.08    231.0      194.0      37.0   
 74.1     325.0      276.0      49.0   
 74.12    468.0      395.0      73.0   
 74.14    510.0      513.0      -3.0   
 74.16    540.0      540.0      .0     
 74.18    463.0      479.0      -16.0  
 74.2     424.0      443.0      -19.0  
 74.22    481.0      503.0      -22.0  
 74.24    646.0      667.0      -21.0  
 74.26    794.0      862.0      -68.0  
 74.28    801.0      908.0      107.0  
 74.3     699.0      754.0      -55.0  
 74.32    538.0      577.0      -39.0  
 74.34    453.0      476.0      -23.0  
 74.36    396.0      430.0      -34.0  
 74.38    334.0      376.0      -42.0  
 74.4     313.0      317.0      -4.0   
 74.42    259.0      295.0      -36.0  
 74.44    318.0      329.0      -11.0  
 74.46    365.0      411.0      -46.0  
 74.48    444.0      488.0      -44.0  
 74.5     447.0      465.0      -18.0  
 74.52    347.0      357.0      -10.0  
 74.54    270.0      249.0      21.0   
 74.56    164.0      177.0      -13.0  
 74.58    127.0      136.0      -9.0   
 74.6     144.0      114.0      30.0   
 74.62    111.0      102.0      9.0    
 74.64    93.0       95.0       -2.0   
 74.66    96.0       90.0       6.0    
 74.68    90.0       86.0       4.0    
 74.7     75.0       83.0       -8.0   
